NameEng,AddressEng,NameChi,AddressChi
ORIENTAL GARDENS,10-14 DUKE STREET,東方花園,公爵街10-14號
THE ASTORIA,198 ARGYLE STREET,雅士花園,亞皆老街198號
KING'S PARK HILL,1-98 KING'S PARK HILL ROAD,京士柏山,京士柏山道1-98號
CRYSTAL COURT,6 MAN WAN ROAD,麗晶樓,文運道6號
YEE FU BUILDING,10 VALLEY ROAD,怡富大廈,山谷道10號
PRINCESS TERRACE,21-23 MAN FUK ROAD,公主台,文福道21-23號
MAN KEE MANSION,86 WATERLOO ROAD,萬基大廈,窩打老道86號
MANDARIN GARDEN,12 MAN FUK ROAD,仁華園,文福道12號
DRAGON COURT,100 WATERLOO ROAD,龍騰閣,窩打老道100號
IMPERIAL GARDEN,3 DUKE STREET,嘉爵園,公爵街3號
ONE VICTORY,1 VICTORY AVENUE,勝利道1號,勝利道1號
EDWARD COURT,5 MAN WAN ROAD,德星樓,文運道5號
CARRIE COURT,22 MAN FUK ROAD,嘉景樓,文福道22號
PEONY HEIGHT,169-171 ARGYLE STREET,碧佳閣,亞皆老街169-171號
HELENA GARDEN,257-263 PRINCE EDWARD ROAD WEST,海倫苑,太子道西257-263號
KADOORIE HILL,211 PRINCE EDWARD ROAD WEST,KADOORIE HILL,太子道西211號
WING ON COURT,24 HO MAN TIN HILL ROAD,永安台,何文田山道24號
NO. 3 JULIA AVENUE,3 JULIA AVENUE,棗梨雅道3號,棗梨雅道3號
PADEK PALACE,377 PRINCE EDWARD ROAD WEST,柏德豪廷,太子道西377號
KADOORIE LOOKOUT,110 ARGYLE STREET,加多利峰,亞皆老街110號
DUNBAR PLACE,23 DUNBAR ROAD,DUNBAR PLACE,登巴道23號
LIBERTY MANSION,72 WATERLOO ROAD,自由大廈,窩打老道72號
FORUM COURT,9 PEACE AVENUE,富臨閣,太平道9號
TSAN YUNG MANSION,70 WATERLOO ROAD,曾榕大廈,窩打老道70號
ARRAN COURT,2 SHEK KU STREET,毅廬,石鼓街2號
CHAK FUNG HOUSE,440-442 NATHAN ROAD,澤豐大廈,彌敦道440-442號
THE COLONNADES,1-3 STIRLING ROAD,康麗花園,士他令道1-3號
EVERWELL GARDEN,1 SHEUNG HONG STREET,常康園,常康街1號
WATERLOO HEIGHTS GARDEN,3 MAN WAN ROAD,德信園,文運道3號
SUNSHINE BUILDING,28-36 VICTORY AVENUE,新勝大樓,勝利道28-36號
WEI KING BUILDING,275 CHATHAM ROAD NORTH,蔚景樓,漆咸道北275號
NATHAN APARTMENTS,512 NATHAN ROAD,彌敦大廈,彌敦道512號
KIU WANG MANSION,3 HOK YU LANE,僑宏大廈,學餘里3號
GRAND COURT,12 HO MAN TIN HILL ROAD,加林閣,何文田山道12號
FAIRLAND GARDENS,7 HO MAN TIN HILL ROAD,俊慧苑,何文田山道7號
WYLIE COURT,23 WYLIE PATH,衛理苑,衛理徑23號
PALACE GARDEN,163 ARGYLE STREET,碧麗園,亞皆老街163號
EDWARDIAN HEIGHTS,309 PRINCE EDWARD ROAD WEST,愛華閣,太子道西309號
ULTIMA,23 FAT KWONG STREET,天鑄,佛光街23號
FAIR WAY GARDEN,7 PEACE AVENUE,富威花園,太平道7號
DRAGON VIEW,83 CHUNG HAU STREET,御龍居,忠孝街83號
PERTH GARDEN,5-9 PERTH STREET,巴富花園,巴富街5-9號
HARRISON COURT,90-90A WATERLOO ROAD,恆信園,窩打老道90-90A號
THE ASTRID,180 ARGYLE STREET,雅麗居,亞皆老街180號
PRINCE'S HEIGHTS,277 PRINCE EDWARD ROAD WEST,太子閣,太子道西277號
KOWLOON CHAMBER OF COMMERCE BUILDING,2 LIBERTY AVENUE,九龍總商會大廈,自由道2號
KINGSLAND VILLA (BLOCK A-B),19 MAN FUK ROAD,瓊林別墅 (A-B座),文福道19號
VALIANT COURT,5 PEACE AVENUE,華欣閣,太平道5號
GRAND EXCELSIOR,83 WATERLOO ROAD,嘉多利豪園,窩打老道83號
KIM TAK BUILDING,342A NATHAN ROAD,儉德大廈,彌敦道342A號
CHAMPION HOUSE,4 PEACE AVENUE,正平大廈,太平道4號
GLEN HAVEN,117-121 ARGYLE STREET,嘉麗園,亞皆老街117-121號
GALLANT COURT,240-246 PRINCE EDWARD ROAD WEST,麒麟閣,太子道西240-246號
FU TAO BUILDING,98 ARGYLE STREET,富都大廈,亞皆老街98號
GRAND WATERFRONT,38 SAN MA TAU STREET,翔龍灣,新碼頭街38號
SKY TOWER,38 SUNG WONG TOI ROAD,傲雲峰,宋皇臺道38號
WYLER GARDENS,113 MEI KING STREET,偉恆昌新?,美景街113號
PO TECK MANSION,25-27G CHI KIANG STREET,寶德大廈,浙江街25-27G號
HONOUR BUILDING,80R TO KWA WAN ROAD,定安大廈,土瓜灣道80R號
BAILEY GARDEN,23 BAILEY STREET,碧麗花園,庇利街23號
SUN SHING CENTRE,96-110 PAU CHUNG STREET,新城中心,炮仗街96-110號
MEI KING MANSION,2 MEI KING STREET,美景樓,美景街2號
GRANDVIEW GARDEN,71 PAU CHUNG STREET,嘉景花園,炮仗街71號
FOK ON BUILDING,90-98 MA TAU CHUNG ROAD,福安大廈,馬頭涌道90-98號
METROPOLITAN RISE,28 MA TAU KOK ROAD,金都豪苑,馬頭角道28號
LOONG KING MANSION,23-35 MA TAU WAI ROAD,隆基大樓,馬頭圍道23-35號
ON WO GARDENS,66 MEI KWONG STREET,安和園,美光街66號
SANG ON BUILDING,42A BULKELEY STREET,新安大樓,寶其利街42A號
CHEONG SHING COURT,5-7 SAN LAU STREET,昌盛金鋪大樓,新柳街5-7號
LUCKY BUILDING,294-312 MA TAU WAI ROAD,七喜大廈,馬頭圍道294-312號
MORNING JOY BUILDING,141-143 KAU PUI LUNG ROAD,晨樂大廈,靠背壟道141-143號
SUNG (SHUNG) KING HOUSE,31 SUNG KIT STREET,崇敬樓,崇潔街31號
BESTHING GARDEN,35 CHEUNG NING STREET,康寧花園,長寧街35號
CRAYON BUILDING,66 BULKELEY STREET,基安大廈,寶其利街66號
BAKERVIEW,66 BAKER STREET,東海雅園,必嘉街66號
KA WAI CHUEN,12 STATION LANE,家維?,差館里12號
I-FENG MANSIONS,237-239A TO KWA WAN ROAD,益豐大廈,土瓜灣道237-239A號
CHUNG NAM MANSION,2-4 MOK CHEONG STREET,中南大廈,木廠街2-4號
CHEONG LOK MANSION,1G-1K BAKER STREET,長樂大廈,必嘉街1G-1K號
TOKWAWAN MANSION,281-299A TO KWA WAN ROAD,土瓜灣大廈,土瓜灣道281-299A號
KIU YU MANSION,90 LOK SHAN ROAD,僑裕大樓,落山道90號
WAH FAT BUILDING,6 MA HANG CHUNG ROAD,華發大廈,馬坑涌道6號
SUNG (SHUNG) YAN HOUSE,10 SUNG KIT STREET,崇仁樓,崇潔街10號
CARLTON COURT,80 MA TAU WAI ROAD,嘉朗豪庭,馬頭圍道80號
LUEN YIP BUILDING,16A KOWLOON CITY ROAD,聯業大廈,九龍城道16A號
CHUNG SHUN BUILDING,3-7 LOK SHAN ROAD,忠信大廈,落山道3-7號
WAH KEUNG BUILDING,36 HA HEUNG ROAD,華強大廈,下鄉道36號
FAERIE COURT,72-88 KO SHAN ROAD,富怡閣,高山道72-88號
YEE FAI BUILDING,423-433 CHATHAM ROAD NORTH,怡輝大廈,漆咸道北423-433號
PO YUEN MANSION,28 BULKELEY STREET,寶源大廈,寶其利街28號
SHUNG FU BUILDING,22-32 PAK KUNG STREET,崇富洋樓,北拱街22-32號
LEE WING BUILDING,3 SHANSI STREET,利榮大廈,山西街3號
SUNG (SHUNG) OI HOUSE,41 SUNG KIT STREET,崇愛樓,崇潔街41號
KIU FAT MANSION,96 LOK SHAN ROAD,僑發大廈,落山道96號
KAM TONG BUILDING,16 MOK CHEONG STREET,錦堂樓,木廠街16號
BEE SING MANSION,103A MA TAU CHUNG ROAD,美誠大廈,馬頭涌道103A號
LOYAL MANSION,262-270 MA TAU WAI ROAD,友誠大廈,馬頭圍道262-270號
TUNG SHUN HING BUILDING,22 CHI KIANG STREET,同順興大廈,浙江街22號
TAM KUNG MANSION,63A TAM KUNG ROAD,譚公大廈,譚公道63A號
HILLVILLE TERRACE,28 TIN KWONG ROAD,曉暉華庭,天光道28號
FOK LIN BUILDING,7-21 BAKER COURT,福年新樓,必嘉圍7-21號
SUNSHINE PLAZA,17 SUNG ON STREET,陽光廣埸,崇安街17號
FULL WING BUILDING,436-450 CHATHAM ROAD NORTH,富運大廈,漆咸道北436-450號
WING FAI MANSION,52 WING KWONG STREET,榮輝大廈,榮光街52號
HUNGHOM GARDENS,3 TSING CHAU STREET,紅磡花園,青州街3號
HORAE PLACE,209 MA TAU WAI ROAD,海悅豪庭,馬頭圍道209號
KIN ON MANSION,36 TAM KUNG ROAD,建安大廈,譚公道36號
FOOK SING MANSION,22 SHUN YUNG STREET,福星大樓,信用街22號
GILLIES MANSION,37 GILLIES AVENUE SOUTH,機利士大廈,機利士南路37號
WING LAM MANSION,1A-1J SAN LAU STREET,榮林大廈,新柳街1A-1J號
FOOK WAN MANSION,25-25D CHUN TIN STREET,福運大廈,春田街25-25D號
YUE SUN MANSION,191A WUHU STREET,裕新大廈,蕪湖街191A號
BOU LEE BUILDING,145-163 BULKELEY STREET,寶利唐樓,寶其利街145-163號
WING WO BUILDING,32-38 KO SHAN ROAD,永和大廈,高山道32-38號
TUNG PO BUILDING,60 PAK TAI STREET,東寶大樓,北帝街60號
TUNG HOI BUILDING,66 PAK TAI STREET,東海大樓,北帝街66號
YICK MAN BUILDING,9 HA HEUNG ROAD,益民大廈,下鄉道9號
GOLDEN MANSION,44-56 BULKELEY STREET,金華大廈,寶其利街44-56號
MEGA BUILDING,1 MAIDSTONE ROAD,美嘉大廈,美善同道1號
DOUBLE MANSION,58-66 PAU CHUNG STREET,德寶大廈,炮仗街58-66號
FORTUNA BUILDING,451-455 CHATHAM ROAD NORTH,富邦大廈,漆咸道北451-455號
MING FAT BUILDING,48 CHI KIANG STREET,明發大廈,浙江街48號
WAH LAI MANSION,2 LO LUNG HANG STREET,華麗大廈,老龍坑街2號
HING CHEUNG BUILDING,417 CHATHAM ROAD NORTH,慶祥大廈,漆咸道北417號
SANFORD MANSION,147 PAK TAI STREET,順輝大廈,北帝街147號
HANG SHING BUILDING,6 TAM KUNG ROAD,恆盛大廈,譚公道6號
MAY COURT,38-44 PAU CHUNG STREET,美雅洋樓,炮仗街38-44號
PO WAI BUILDING,59-67 BULKELEY STREET,寶威大廈,寶其利街59-67號
TIEN HUNG BUILDING,35-45 MA TAU KOK ROAD,天虹樓,馬頭角道35-45號
HUNG YING HOUSE,34-40 KOWLOON CITY ROAD,鴻英大廈,九龍城道34-40號
WALKER MANSION,7 WALKER ROAD,獲利家大廈,獲嘉道7號
KA BO MANSION,67-77 HA HEUNG ROAD,嘉寶大廈,下鄉道67-77號
PERFECT MANSION,23-25 GILLIES AVENUE SOUTH,必發樓,機利士南路23-25號
WAN TIN BUILDING,108-114 TAM KUNG ROAD,雲天大樓,譚公道108-114號
TAK WUN BUILDING,12-16 PAK KUNG STREET,得運大廈,北拱街12-16號
SUNG (SHUNG) CHI HOUSE,11 SUNG KIT STREET,崇智樓,崇潔街11號
GREAT WALL BUILDING,16-26 TAM KUNG ROAD,長城大廈,譚公道16-26號
LUCKY MANSION,360 MA TAU WAI ROAD,好運樓,馬頭圍道360號
CO-TACK BUILDING,488 CHATHAM ROAD NORTH,同德大廈,漆咸道北488號
ON TAI MANSION,63-73 WINSLOW STREET,安泰大廈,溫思勞街63-73號
HIP FAI BUILDING,9 STATION LANE,協輝大廈,差館里9號
YICK FU BUILDING,89-91 HA HEUNG ROAD,益富大廈,下鄉道89-91號
ON NING BUILDING,47-55 MA TAU KOK ROAD,安寧大廈,馬頭角道47-55號
SUNG (SHUNG) KIM HOUSE,81 SUNG KIT STREET,崇儉樓,崇潔街81號
CHEUNG WAN BUILDING,8-10 MA HANG CHUNG ROAD,祥雲大廈,馬坑涌道8-10號
PALATIAL STAND,118 WUHU STREET,俊暉華庭,蕪湖街118號
L•HARBOUR 18,18 CHI KIANG STREET,利•港灣18,浙江街18號
CITY 151,141-151A KAU PUI LUNG ROAD,都會151,靠背壟道141-151A號
CAMBO MANSION,68-80 PAU CHUNG STREET,金寶大廈,炮仗街68-80號
WEALTHY COURT,441-449 CHATHAM ROAD NORTH,華蕙閣,漆咸道北441-449號
HOMING TERRACE,151 KOWLOON CITY ROAD,浩明雅苑,九龍城道151號
SIU FUNG COURT,98 TAM KUNG ROAD,兆豐閣,譚公道98號
NGAN HON MANSION,15 NGAN HON STREET,銀漢大廈,銀漢街15號
HING WAH BUILDING,157-171 WUHU STREET,興華大廈,蕪湖街157-171號
KAM SHING HOUSE,146-150 PAU CHUNG STREET,金成大廈,炮仗街146-150號
PO KWONG BUILDING,2C MA HANG CHUNG ROAD,寶光大廈,馬坑涌道2C號
WANG FUNG BUILDING,29-33 CHI KIANG STREET,宏豐大廈,浙江街29-33號
SUNG (SHUNG) LIM HOUSE,91 SUNG KIT STREET,崇廉樓,崇潔街91號
BOWIE MANSION,49 MA TAU WAI ROAD,寶怡大廈,馬頭圍道49號
AXIS,200 MA TAU WAI ROAD,傲形,馬頭圍道200號
LUCKY BUILDING (HOUSE),142-144B PAU CHUNG STREET,立基大廈,炮仗街142-144B號
PAK TAI MANSION,2-16 PAK TAI STREET,北帝大廈,北帝街2-16號
PARAMOUNT MANSION,393A CHATHAM ROAD NORTH,高發大廈,漆咸道北393A號
SUNG (SHUNG) LAI HOUSE,36 SUNG KIT STREET,崇禮樓,崇潔街36號
SUNG (SHUNG) YEE HOUSE,24 SUNG KIT STREET,崇義樓,崇潔街24號
KAI MING MANSION,4-18 KAI MING STREET,啟明大樓,啟明街18號
HARMONY GARDEN,61 KOWLOON CITY ROAD,同興花園,九龍城道61號
WONG TECK BUILDING,11-19 KAI MING STREET,旺德大廈,啟明街11-19號
MY PLACE,123 PAK TAI STREET,喜點,北帝街123號
BAYVIEW,9 YUK YAT STREET,港圖灣,旭日街9號
SUNRISE VILLA,19-23 CHI KIANG STREET/33 SUNG ON STREET,旭日豪庭,浙江街19-23號
THE ZUTTEN,50 MA TAU KOK ROAD,迎豐,馬頭角道50號
MAIDSTONE APARTMENTS,27-49 MAIDSTONE ROAD,美善同大廈,美善同道27-49號
WAH KING MANSION,38-54 HA HEUNG ROAD,華景大廈,下鄉道38-54號
KIU WAI MANSION,6 SHUN YUNG STREET,僑偉大廈,信用街6號
YUEN SHING BUILDING,17 GILLIES AVENUE SOUTH,源成大廈,機利士南路17號
HUNG HUM MANSION,56A WUHU STREET,紅磡大廈,蕪湖街56A號
MING WAH COURT,26 SUNG CHI STREET,明華閣,崇志街26號
METRO6,121 BULKELEY STREET,城中匯,寶其利街121號
IN HOUSE,307 TO KWA WAN ROAD,潮樓,土瓜灣道307號
HILL MAIN MANSION,35-47 HA HEUNG ROAD,山海大廈,下鄉道35-47號
WHAMPOA GARDEN,121 BAKER STREET,黃埔花園,必嘉街121號
LAGUNA VERDE,8 LARUNA VERDE AVENUE,海逸豪園,海逸道8號
HARBOUR PLACE,8 OI KING STREET,海濱南岸,愛景街8號
WHAMPOA ESTATE,39 MAN TAI STREET,黃埔新?,民泰街39號
ROYAL PENINSULA,8 HUNG LAI ROAD,半島豪庭,紅荔道8號
THE METROPOLIS RESIDENCE,8-9 METROPOLIS DRIVE,都會軒,都會道8-9號
HARBOURFRONT LANDMARK,11 WAN HOI STREET,海名軒,環海街11號
BAKER RESIDENCES,8 BAKER COURT,御悅,必嘉圍8號
UPPER EAST,23 SUNG ON STREET,環海．東岸,崇安街23號
VIVA,77-87 MA TAU WAI ROAD,VIVA,馬頭圍道77-87號
STARS BY THE HARBOUR,7 HUNG LUEN ROAD,維港•星岸,紅鸞道7號
LOHAS PARK,1 LOHAS PARK ROAD,日出康城,康城路1號
THE METRO CITY,8 MAU YIP ROAD,新都城,貿業路8號
PARK CENTRAL,9 TONG TAK STREET,將軍澳中心,唐德街
METRO TOWN,KING LING ROAD,都會?,景嶺路
OCEAN SHORES,88 O KING ROAD,維景灣畔,澳景路88號
THE BEAUMOUNT,8 SHEK KOK ROAD,峻瀅,石角路8號
TSEUNG KWAN O PLAZA,1 TONG TAK STREET,將軍澳廣場,唐德街1號
LA CITE NOBLE,1 NGAN O ROAD,新寶城,銀澳路1號
BAUHINIA GARDEN,11 TONG CHUN STREET,寶盈花園,唐俊街11號
OSCAR BY THE SEA,8 PUNG LOI ROAD,清水灣半島,蓬萊路8號
EAST POINT CITY,8 CHUNG WA ROAD,東港城,重華路8號
THE GRANDIOSE,TONG TAK STREET,君傲灣,唐德街
BEVERLY GARDEN,1 TONG MING STREET,富康花園,唐明街1號
KWONG MING COURT,108 PO HONG ROAD,廣明苑,寶康路108號
THE WINGS,9 TONG YIN STREET,天晉,唐賢街9號
YING MING COURT,20 PO LAM ROAD,英明苑,寶琳北路20號
SERENITY PLACE,88 PO HONG ROAD,怡心園,寶康路88號
WELL ON GARDEN,9 YUK NGA LANE,慧安園,毓雅里9號
VERBENA HEIGHTS,8 MAU TAI ROAD,茵怡花園,貿泰路8號
ON NING GARDEN,10 SHEUNG NING ROAD,安寧花園,常寧路10號
RESIDENCE OASIS,15 PUI SHING ROAD,蔚藍灣畔,培成路15號
YUK MING COURT,6 NGAN O ROAD,煜明苑,銀澳路6號
FU NING GARDEN,25 PO NING ROAD,富寧花園,寶寧路25號
TONG MING COURT,15 TONG MING STREET,唐明苑,唐明街15號
CHOI MING COURT,11A-11F CHOI MING STREET,彩明苑,彩明街11A-11F號
WO MING COURT,8 NGAN O ROAD,和明苑,銀澳道8號
NAN FUNG PLAZA,8 PUI SHING ROAD,南豐廣場,培成路8號
TSUI LAM ESTATE,11 TSUI LAM ROAD,翠林?,翠林路11號
YAN MING COURT,100 PO LAM ROAD,欣明苑,寶琳北路100號
RADIANT TOWERS,1 YUK NGA LANE,旭輝臺,毓雅里1號
THE PINNACLE,8 WAN HANG ROAD,疊翠軒,運亨路8號
KING LAM ESTATE,38 PO LAM ROAD,景林?,寶琳路38號
HONG SING GARDENS,1 PO LAM ROAD NORTH,康盛花園,寶琳北路1號
YU MING COURT,1 SHEUNG NING ROAD,裕明苑,常寧路1號
KING MING COURT,2-6 TSUI LAM ROAD,景明苑,翠琳路2-6號
FINERY PARK,7 YUK NGA LANE,富麗花園,毓雅里7號
PO MING COURT,8 TONG MING STREET,寶明苑,唐明街8號
PO LAM ESTATE,18 PO LAM ROAD NORTH,寶林村,寶琳北路18號
HIN MING COURT,6 CHIU SHUN ROAD,顯明苑,昭信路6號
MARITIME BAY,18 PUI SHING ROAD,海悅豪園,培成路18號
CHUNG MING COURT,1 PO SHUN ROAD,頌明苑,寶順路1號
HO MING COURT,9 KAI KING ROAD,浩明苑,佳景路9號
CAPRI,33 TONG YIN STREET,CAPRI,唐賢街33號
CORINTHIA BY THE SEA,23 TONG YIN STREET,帝景灣,唐賢街23號
THE PARKSIDE,18 TONG CHUN STREET,THE PARKSIDE,唐俊街18號
TWIN PEAKS,9 CHI SHIN STREET,嘉悅,至善街9號
MEI FOO SUN CHUEN,22-24 BROADWAY,美孚新?,百老匯街22-24號
NOB HILL,NOB HILL ROAD,盈暉臺,盈暉路
HIGHLAND PARK,11 LAI KONG STREET,浩景臺,荔崗街11號
MANHATTAN HILL,1 PO LUN STREET,曼克頓山,寶輪街1號
CHING LAI COURT,264 LAI KING HILL ROAD,清麗苑,荔景山路264號
LAI YAN COURT,278 LAI KING HILL ROAD,荔欣苑,荔景山路278號
WONDERLAND VILLAS,9 WAH KING HILL ROAD,華景山莊,華景山路9號
LAICHIKOK BAY GARDEN,272 LAI KING HILL ROAD,荔灣花園,荔景山路272號
YUET LAI COURT,51-57 LAI CHO ROAD,悅麗苑,麗祖路51-57號
TSUI YIU COURT,1 LAI CHI LING ROAD,翠瑤苑,荔枝嶺路1號
WAH YUEN CHUEN,2 WAH YUEN DRIVE,華員?,華員徑2號
WAH FUNG GARDEN,274 LAI KING HILL ROAD,華豐園,荔景山路274號
REGENCY PARK,3 WAH KING HILL ROAD,海峰花園,華景山路3號
GREENWOOD VILLAS,2-3 CHUNG SHAN TERRACE,曉峰居,鍾山臺2-3號
YIN LAI COURT,180 LAI KING HILL ROAD,賢麗苑,荔景山路180號
BANYAN GARDEN,863 LAI CHI KOK ROAD,泓景臺,荔枝角道863號
THE PACIFICA,SHAM SHING ROAD,宇晴軒,深盛道
AQUA MARINE,8 SHAM SHING ROAD,碧海藍天,深盛路8號
LIBERTE,833 LAI CHI KOK ROAD,昇悅居,荔枝角道833號
THE SPARKLE,500 TUNG CHAU STREET,星匯居,通州街500號
ONE WEST KOWLOON,873 LAI CHI KOK ROAD,一號•西九龍,荔枝角道873號
MANOR CENTRE,213 UN CHAU STREET,美居中心,元州街213號
GARDENIA,468 SAI YEUNG CHOI STREET NORTH,景怡峰,西洋菜北街468號
CHEONG YUEN BUILDING,1-9 YEN CHOW STREET,昌遠大廈,欽州街1-9號
LEI CHENG UK ESTATE,10 FAT TSEUNG STREET,李鄭屋?,發祥街10號
WING NING BUILDING,501-511 SHUN NING ROAD,永寧大廈,順寧道501-511號
FLORENCE PLAZA,23 CHEUNG WAH STREET,富華廣場,昌華街23號
CHEONG LEE BUILDING,443-445 CASTLE PEAK ROAD,祥利大廈,青山道443-445號
PEACEFUL MANSION,283-297 SHUN NING ROAD,順寧苑,順寧道283-297號
CHEONG LOK BUILDING,199 CHEUNG SHA WAN ROAD,長樂大廈,長沙灣道199號
SHUN FAT BUILDING,447 SHUN NING ROAD,順發大廈,順寧道447號
WING NING BUILDING,17 CHEUNG FAT STREET,永寧大廈,長發街17號
PO WAH COURT,450-464 UN CHAU STREET,寶華閣,元州街450-464號
FUK SHING BUILDING,17-25 FUK WA STREET,福昇大廈,福華街17-25號
TUNG LO COURT,140 TAI PO ROAD,東廬大樓,大埔道140號
HUNG YU MANSION,174-188 UN CHAU STREET,鴻裕大廈,元州街174-188號
CRONIN GARDEN,18 SHUN NING ROAD,樂年花園,順寧道18號
BEACON LODGE,373 PO ON ROAD,豐盛居,保安道373號
KA TO BUILDING,37-39 TAI PO ROAD,嘉都大廈,大埔道37-39號
HANG NING COURT,253-263 SHUN NING ROAD,恆寧閣,順寧道253-263號
LUN MAY BUILDING,388 CASTLE PEAK ROAD,倫美大廈,青山道388號
PO CHEONG BUILDING,148-154 NAM CHEONG STREET,寶昌大樓,南昌街148-154號
YEN LI MANSION,222-224 YEE KUK STREET,仁禮大廈,醫局街222-224號
HONG NING BUILDING,164 CHEUNG SHA WAN ROAD,康寧大廈,長沙灣道164號
WIN FAT MANSION,1-7 APLIU STREET,永發大廈,鴨寮街1-7號
WAH TAO BUILDING,14-16 TAI PO ROAD,華都大廈,大埔道14-16號
WING ON BUILDING,206 FUK WA STREET,榮安大廈,福華街206號
HEY HOME,161 YEE KUK STREET,喜居,醫局街161號
SHUN FAI BUILDING,22 CHEUNG FAT STREET,順輝大廈,長發街22號
SIU CHEONG BUILDING,70-76 NAM CHEONG STREET,兆昌大廈,南昌街70-76號
KAM YU BUILDING,240-242 TAI PO ROAD,金宇大樓,大埔道240-242號
UN ON BUILDING,32-40 UN CHAU STREET,元安大廈,元州街32-40號
WING WAH MANSION,171 FUK WING STREET,永華大廈,福榮街171號
CHEUNG FAI BUILDING,41-51 CHEUNG WAH STREET,昌暉大廈,昌華街41-51號
WING LUNG BUILDING,20-22 WING LUNG STREET,永隆大廈,永隆街20-22號
TUNG SHING BUILDING,155-167 APLIU STREET,東成大廈,鴨寮街155-167號
FORTUNE MANSION,28-36 APLIU STREET,運福樓,鴨寮街28-36號
HONG FOOK BUILDING,26-36 SHUN NING ROAD,康福樓,順寧道26-36號
THE PROMINENCE,1 KIU KIANG STREET,時尚華庭,九江街1號
SUNLIGHT BUILDING,273 SHUN NING ROAD,日輝大廈,順寧道273號
GRAMMY CENTRE,238 YEE KUK STREET,嘉美中心,醫局街238號
YEE KOK COURT,329-343 CHEUNG SHA WAN ROAD,怡閣苑,長沙灣道329-343號
YEE CHING COURT,311 CHEUNG SHA WAN ROAD,怡靖苑,長沙灣道311號
GOLDEN BUILDING,146-152 FUK WA STREET,黃金大廈,福華街146-152號
HONG FAI BUILDING,2-20 KWONG SHING STREET,康輝大廈,廣成街2-20號
LAI BO GARDEN,38 CHEUNG WAH STREET,麗寶花園,昌華街38號
EASTLAND TOWERS,167E PRATAS STREET,東蘭閣,東沙島街167E號
MERLIN CENTRE,65 PO ON ROAD,美寧中心,保安道65號
TRINITY TOWERS,339 LAI CHI KOK ROAD,丰匯,荔枝角道339號
HEYA GREEN,18 PO ON ROAD,喜雅,保安道18號
FUK WA MANSION,72-86 FUK WA STREET,福華大廈,福華街72-86號
SUN HO HOUSE,275 SAI YEUNG CHOI STREET NORTH,新豪大廈,西洋菜北街275號
PEI HO BUILDING,117 FUK WA STREET,北河大廈,福華街117號
RESIDENCE 228,228-234 FUK WING STREET,寓．?捌,福榮街228-234號
KAM WAH MANSION,240 CHEUNG SHA WAN ROAD,金華大廈,長沙灣道240號
KOON KAY MANSION,153-159 FUK WING STREET,冠奇大廈,福榮街153-159號
YIU FAI MANSION,8 TSAP FAI STREET,耀輝大廈,集輝街8號
MAISON ROSE,270 CHEUNG SHAN WAN ROAD,御匯,長沙灣道270號
HING WAH APARTMENTS,38 HING WAH STREET,海華麗軒,興華街38號
ONE NEW YORK,468 CASTLE PEAK ROAD,ONE NEW YORK,青山道468號
GOLDEN COURT,145 FUK WING STREET,黃金閣,福榮街145號
CHARMING GARDEN,638 CHEUNG SHA WAN ROAD,長盛豪苑,長沙灣道638號
WONDER BUILDING,161-175 FUK WA STREET,福仁大廈,福華街161-175號
APOLLO BUILDING,170 CASTLE PEAK ROAD,宇宙大廈,青山道170號
RONDALL BUILDING,168-178 TAI PO ROAD,南都大廈,大埔道168-178號
WAH KIU MANSION,76-84 TAI PO ROAD,華僑大廈,大埔道76-84號
HANG CHUN COURT,2 HANG CHEUNG STREET,幸俊苑,幸祥街2號
NAM CHEONG ESTATE,3 CHEONG SAN LANE,南昌?,昌新里3號
YUN FAT BUILDING,231-247 UN CHAU STREET,潤發大廈,元州街231-247號
KA WUI BUILDING,7 FUK WING STREET,嘉匯大廈,福榮街7號
ONE MADISON,305 CASTLE PEAK ROAD,ONE MADISON,青山道305號
HEYA DELIGHT,400 CASTLE PEAK ROAD,喜盈,青山道400號
GOLDEN JADE HEIGHTS,482-492 UN CHAU STREET,金碧閣,元州街482-492號
KAM HOI MANSION,243 HAI TAN STREET,金海大廈,海壇街243號
11-21 YEN CHOW STREET,11-21 YEN CHOW STREET,欽州街11-21號,欽州街11-21號
UN ON BUILDING,130 CAMP STREET,元安大廈,營盤街130號
WING LEE MANSION,142 FUK WING STREET,榮利大廈,福榮街142號
WING WAH BUILDING,109-115 CHEUNG SHA WAN ROAD,榮華樓,長沙灣道109-115號
CHEUNG SHING BUILDING,1-5 CHEUNG SHA WAN ROAD,長勝大廈,長沙灣道1-5號
WAI YIP BUILDING,22-28 SHEK KIP MEI STREET,偉業樓,石硤尾街22-28號
TSE WAN MANSION,23 SHEK KIP MEI STREET,紫雲大廈,石硤尾街23號
MAN HOI MANSION,80-82 CHEUNG SHA WAN ROAD,文海樓,長沙灣道80-82號
ON SHEUNG BUILDING,208 YU CHAU STREET,安順大廈,汝州街208號
NAM CHEONG CENTRE,89 NAM CHEONG STREET,南昌中心,南昌街89號
FUK LUNG BUILDING,191-199 FUK WA STREET,褔隆大廈,福華街191-199號
CITY REGALIA,198 YEE KUK STREET,嘉裕居,醫局街198號
ON NING BUILDING,145-153 CASTLE PEAK ROAD,安寧大廈,青山道145-153號
